q1_name,df_id,df_name,is_oa
INVERSE PROBLEMS,https://openalex.org/S1393328,Inverse Problems,False
MEDICAL ANTHROPOLOGY QUARTERLY,https://openalex.org/S71057445,Medical Anthropology Quarterly,False
JOURNAL OF SEDIMENTARY RESEARCH,https://openalex.org/S147293822,Journal of Sedimentary Research,False
World,https://openalex.org/S4393917493,World,False
YOUTH & SOCIETY,https://openalex.org/S189466069,Youth & Society,False
European Journal of Criminology,https://openalex.org/S161173318,European Journal of Criminology,False
MARINE MAMMAL SCIENCE,https://openalex.org/S199286587,Marine Mammal Science,False
ARCHIVES OF ANIMAL NUTRITION,https://openalex.org/S101518821,Archives of Animal Nutrition,False
International Journal of Legal Discourse,https://openalex.org/S4210207385,International Journal of Legal Discourse,False
SPACE POLICY,https://openalex.org/S134585236,Space Policy,False
GEUS Bulletin,https://openalex.org/S4210180054,GEUS Bulletin,True
Econometrics and Statistics,https://openalex.org/S2898363556,Econometrics and Statistics,False
JOURNAL OF COMMUNITY PSYCHOLOGY,https://openalex.org/S72553257,Journal of Community Psychology,False
Neotropical Ichthyology,https://openalex.org/S101991353,Neotropical Ichthyology,True
HEALTH & SOCIAL CARE IN THE COMMUNITY,https://openalex.org/S176659572,Health & Social Care in the Community,True
JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,https://openalex.org/S36756304,Journal of Zoological Systematics & Evolutionary Research,True
Trends and Issues in Crime and Criminal Justice,https://openalex.org/S2764966318,Trends and issues in crime and criminal justice,False
OPTIMAL CONTROL APPLICATIONS & METHODS,https://openalex.org/S92282528,Optimal Control Applications and Methods,False
RADICAL PHILOSOPHY,https://openalex.org/S128727557,Radical philosophy,False
AMERICAN HISTORICAL REVIEW,https://openalex.org/S197437610,The American Historical Review,False
Africa Spectrum,https://openalex.org/S84895730,Africa Spectrum,True
UNIVERSITY OF CHICAGO LAW REVIEW,https://openalex.org/S21339052,The University of Chicago Law Review,False
AFRICAN AFFAIRS,https://openalex.org/S33869021,African Affairs,False
European Journal of Cultural Studies,https://openalex.org/S44753038,European Journal of Cultural Studies,False
SIAM Journal on Mathematics of Data Science,https://openalex.org/S4210229561,SIAM Journal on Mathematics of Data Science,True
LANGUAGE,https://openalex.org/S176347361,Language,False
JOURNAL OF PHONETICS,https://openalex.org/S42504509,Journal of Phonetics,False
CULTURAL ANTHROPOLOGY,https://openalex.org/S22506700,Cultural Anthropology,True
Journal of Function Spaces,https://openalex.org/S4210230070,Journal of Function Spaces,True
Advances in Life Course Research,https://openalex.org/S4394735480,Advances in Life Course Research,False
Iranian Journal of Fuzzy Systems,https://openalex.org/S30613177,Iranian journal of fuzzy systems,False
ANTIQUITY,https://openalex.org/S173880072,Antiquity,False
Mathematical Sciences,https://openalex.org/S4210211665,Mathematical sciences,False
Qualitative Theory of Dynamical Systems,https://openalex.org/S47823441,Qualitative Theory of Dynamical Systems,False
Biological Theory,https://openalex.org/S131583313,Biological Theory,False
Target-International Journal of Translation Studies,https://openalex.org/S45653059,Target International Journal of Translation Studies,False
AJIDD-American Journal on Intellectual and Developmental Disabilities,https://openalex.org/S4210192384,American Journal on Intellectual and Developmental Disabilities,False
Axioms,https://openalex.org/S4210173132,Axioms,True
IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER,https://openalex.org/S128487343,Identities,False
INTERNATIONAL JOURNAL OF PRIMATOLOGY,https://openalex.org/S139016016,International Journal of Primatology,False
Learning Disabilities Research & Practice,https://openalex.org/S179996988,Learning Disabilities Research and Practice,False
Globalizations,https://openalex.org/S203532909,Globalizations,False
DYSLEXIA,https://openalex.org/S148607363,Dyslexia,False
AMERICAN ETHNOLOGIST,https://openalex.org/S114801684,American Ethnologist,False
JOURNAL OF INTELLECTUAL & DEVELOPMENTAL DISABILITY,https://openalex.org/S19769454,Journal of Intellectual & Developmental Disability,False
Numerical Mathematics-Theory Methods and Applications,https://openalex.org/S63467722,Numerical Mathematics Theory Methods and Applications,False
Journal of Experimental Zoology Part A-Ecological and Integrative Physiology,https://openalex.org/S4210175218,Journal of Experimental Zoology Part A Ecological and Integrative Physiology,False
SIAM JOURNAL ON APPLIED MATHEMATICS,https://openalex.org/S77200987,SIAM Journal on Applied Mathematics,False
MAMMALIAN BIOLOGY,https://openalex.org/S28739527,Mammalian Biology,False
Fossil Record,https://openalex.org/S4210170920,Fossil Record,False
JOURNAL OF SOCIAL POLICY,https://openalex.org/S178021067,Journal of Social Policy,False
CRETACEOUS RESEARCH,https://openalex.org/S48852984,Cretaceous Research,False
Science and Technology Studies,https://openalex.org/S2764652270,Science & Technology Studies,True
Journal of Cultural Economy,https://openalex.org/S206312523,Journal of Cultural Economy,False
SECOND LANGUAGE RESEARCH,https://openalex.org/S201294665,Second language Research,False
Palaeoentomology,https://openalex.org/S4210233173,Palaeoentomology,False
ANIMAL COGNITION,https://openalex.org/S173545869,Animal Cognition,True
DISABILITY & SOCIETY,https://openalex.org/S24435420,Disability & Society,False
JOURNAL OF ZOOLOGY,https://openalex.org/S44571845,Journal of Zoology,False
ANNALS OF NUCLEAR ENERGY,https://openalex.org/S197743716,Annals of Nuclear Energy,False
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,https://openalex.org/S136529485,Behavioral Ecology and Sociobiology,False
FUSION ENGINEERING AND DESIGN,https://openalex.org/S191935395,Fusion Engineering and Design,False
PalZ,https://openalex.org/S141502683,PalZ,False
RACE & CLASS,https://openalex.org/S180716411,Race & Class,False
JOURNAL OF WILDLIFE MANAGEMENT,https://openalex.org/S72902805,Journal of Wildlife Management,False
NUCLEAR ENGINEERING AND DESIGN,https://openalex.org/S102681701,Nuclear Engineering and Design,False
Emotion Space and Society,https://openalex.org/S150370431,"Emotion, space and society",False
ORGANISMS DIVERSITY & EVOLUTION,https://openalex.org/S190011727,Organisms Diversity & Evolution,False
Communications in Applied Mathematics and Computational Science,https://openalex.org/S4210211657,Communications in Applied Mathematics and Computational Science,False
INSURANCE MATHEMATICS & ECONOMICS,https://openalex.org/S198325475,Insurance Mathematics and Economics,False
NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS,https://openalex.org/S14626285,New Zealand Journal of Geology and Geophysics,False
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,https://openalex.org/S102889028,Comparative Biochemistry and Physiology Part B Biochemistry and Molecular Biology,False
LETHAIA,https://openalex.org/S162783176,Lethaia,False
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,https://openalex.org/S69822372,Journal of Comparative Physiology A,False
IEEE TRANSACTIONS ON NUCLEAR SCIENCE,https://openalex.org/S14279044,IEEE Transactions on Nuclear Science,False
JOURNAL OF FUSION ENERGY,https://openalex.org/S125685628,Journal of Fusion Energy,False
JOURNAL OF MOLLUSCAN STUDIES,https://openalex.org/S151641874,Journal of Molluscan Studies,False
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,https://openalex.org/S50876694,Social Science Information,False
JOURNAL OF CHEMOMETRICS,https://openalex.org/S61773069,Journal of Chemometrics,False
LEARNING & BEHAVIOR,https://openalex.org/S16559285,Learning & Behavior,False
PAST & PRESENT,https://openalex.org/S42922845,Past & Present,False
European Journal of Risk Regulation,https://openalex.org/S2764512282,European Journal of Risk Regulation,False
GEORGETOWN LAW JOURNAL,https://openalex.org/S54227673,The Georgetown law journal,False
Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas,https://openalex.org/S129511265,Revista de la Real Academia de Ciencias Exactas Físicas y Naturales Serie A Matemáticas,False
DUKE LAW JOURNAL,https://openalex.org/S120433428,Duke Law Journal,False
Cambridge Journal of Mathematics,https://openalex.org/S4210174564,Cambridge Journal of Mathematics,False
AMERICAN JOURNAL OF INTERNATIONAL LAW,https://openalex.org/S160097506,American Journal of International Law,False
Journal of Paleolithic Archaeology,https://openalex.org/S4210218161,Journal of Paleolithic Archaeology,False
Intercultural Pragmatics,https://openalex.org/S195768125,Intercultural Pragmatics,False
AIMS Mathematics,https://openalex.org/S4210179087,AIMS Mathematics,True
Japanese Journal of Mathematics,https://openalex.org/S156728337,Japanese journal of mathematics,False
Linguistic Approaches to Bilingualism,https://openalex.org/S2764987832,Linguistic Approaches to Bilingualism,False
Interpreting,https://openalex.org/S167197906,Interpreting International Journal of Research and Practice in Interpreting,False
JOURNAL OF PRAGMATICS,https://openalex.org/S186034587,Journal of Pragmatics,False
Information & Communications Technology Law,https://openalex.org/S144709864,Information & Communications Technology Law,False
Language and Intercultural Communication,https://openalex.org/S110015799,Language and Intercultural Communication,False
Asia Pacific Viewpoint,https://openalex.org/S186613059,Asia Pacific Viewpoint,False
Medical Law Review,https://openalex.org/S167467917,Medical Law Review,False
IBIS,https://openalex.org/S4147745,Ibis,False
Analysis & PDE,https://openalex.org/S2477993565,Analysis & PDE,False
COGNITIVE LINGUISTICS,https://openalex.org/S207053439,Cognitive Linguistics,False
European Journal of International Law,https://openalex.org/S175405714,European Journal of International Law,False
Interpreter and Translator Trainer,https://openalex.org/S935239960,The Interpreter and Translator Trainer,False
Differential and Integral Equations,https://openalex.org/S184577771,Differential and Integral Equations,False
Journal of Linguistic Anthropology,https://openalex.org/S161848700,Journal of Linguistic Anthropology,False
Foundations of Chemistry,https://openalex.org/S20055979,Foundations of Chemistry,False
TOPICS IN LANGUAGE DISORDERS,https://openalex.org/S5838215,Topics in Language Disorders,False
NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS,https://openalex.org/S114104845,Nonlinear Analysis Real World Applications,False
NUMERICAL LINEAR ALGEBRA WITH APPLICATIONS,https://openalex.org/S60324941,Numerical Linear Algebra with Applications,False
ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE,https://openalex.org/S2898435970,Annales de l Institut Henri Poincaré C Analyse Non Linéaire,True
JOURNAL OF COMPLEXITY,https://openalex.org/S42286584,Journal of Complexity,False
BRITISH JOURNAL OF SOCIAL WORK,https://openalex.org/S202740514,The British Journal of Social Work,False
BIOSTATISTICS,https://openalex.org/S190140075,Biostatistics,False
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,https://openalex.org/S127706618,Physiological and Biochemical Zoology,False
JOURNAL OF COMMUNICATION DISORDERS,https://openalex.org/S145707319,Journal of Communication Disorders,False
INVERTEBRATE SYSTEMATICS,https://openalex.org/S190005928,Invertebrate Systematics,False
Lithosphere,https://openalex.org/S20077085,Lithosphere,True
MIND & LANGUAGE,https://openalex.org/S13012152,Mind & Language,False
FACIES,https://openalex.org/S197058623,Facies,False
AMERICAN STATISTICIAN,https://openalex.org/S4179095,The American Statistician,False
HUMAN ECOLOGY,https://openalex.org/S82712235,Human Ecology,False
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,https://openalex.org/S195743144,European Journal of Wildlife Research,False
HYSTRIX-Italian Journal of Mammalogy,https://openalex.org/S20766698,Hystrix,True
JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,https://openalex.org/S4210222104,Journal of Experimental Zoology Part B Molecular and Developmental Evolution,False
REPRODUCTION FERTILITY AND DEVELOPMENT,https://openalex.org/S199941106,Reproduction Fertility and Development,False
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,https://openalex.org/S86547361,Mathematical and Computer Modelling of Dynamical Systems,True
STATISTICS IN MEDICINE,https://openalex.org/S55189604,Statistics in Medicine,False
Journal of Global History,https://openalex.org/S171627239,Journal of Global History,False
Cultural Trends,https://openalex.org/S132706615,Cultural Trends,False
EURASIAN GEOGRAPHY AND ECONOMICS,https://openalex.org/S32191110,Eurasian Geography and Economics,False
Netherlands Quarterly of Human Rights,https://openalex.org/S158082692,Netherlands Quarterly of Human Rights,False
CRITICAL ASIAN STUDIES,https://openalex.org/S145066639,Critical Asian Studies,False
BIOLOGY & PHILOSOPHY,https://openalex.org/S75346102,Biology & Philosophy,False
Linguistic Typology,https://openalex.org/S97247071,Linguistic Typology,False
Journal of Language and Politics,https://openalex.org/S24964065,Journal of Language and Politics,False
AMERICAN JOURNAL OF MATHEMATICS,https://openalex.org/S114406506,American Journal of Mathematics,False
GEOMETRY & TOPOLOGY,https://openalex.org/S50220091,Geometry & Topology,False
Philosophy Ethics and Humanities in Medicine,https://openalex.org/S43494779,Philosophy Ethics and Humanities in Medicine,True
Current Issues in Language Planning,https://openalex.org/S143927757,Current Issues in Language Planning,False
JOURNAL OF FUNCTIONAL ANALYSIS,https://openalex.org/S54953690,Journal of Functional Analysis,False
COMMON MARKET LAW REVIEW,https://openalex.org/S127459061,Common Market Law Review,False
LATIN AMERICAN POLITICS AND SOCIETY,https://openalex.org/S195250056,Latin American Politics and Society,False
International Journal of Transitional Justice,https://openalex.org/S163979956,International Journal of Transitional Justice,False
New Perspectives on Turkey,https://openalex.org/S34010420,New Perspectives on Turkey,False
NUMERICAL ALGORITHMS,https://openalex.org/S117494069,Numerical Algorithms,False
ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,https://openalex.org/S34928686,Zeitschrift für angewandte Mathematik und Physik,False
American Journal of Biological Anthropology,https://openalex.org/S4394736957,American Journal of Biological Anthropology,False
ADVANCES IN COMPUTATIONAL MATHEMATICS,https://openalex.org/S57050787,Advances in Computational Mathematics,False
SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,https://openalex.org/S161160597,SIAM Journal on Applied Dynamical Systems,False
FAMILY RELATIONS,https://openalex.org/S166157821,Family Relations,False
INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS,https://openalex.org/S124867444,International Journal of Computer Mathematics,False
JOURNAL OF CHILD LANGUAGE,https://openalex.org/S31497010,Journal of Child Language,False
Foundations of Data Science,https://openalex.org/S4210212798,Foundations of Data Science,True
RESEARCH ON SOCIAL WORK PRACTICE,https://openalex.org/S188440287,Research on Social Work Practice,False
Bilingual Research Journal,https://openalex.org/S104586334,Bilingual Research Journal,False
INTERNATIONAL STATISTICAL REVIEW,https://openalex.org/S17395904,International Statistical Review,False
Journal of Child & Adolescent Trauma,https://openalex.org/S128056823,Journal of Child & Adolescent Trauma,False
Qualitative Social Work,https://openalex.org/S156637263,Qualitative Social Work,False
Social Work in Public Health,https://openalex.org/S47190238,Social Work in Public Health,False
Astin Bulletin-The Journal of the International Actuarial Association,https://openalex.org/S92223472,Astin Bulletin,False
HEALTH & SOCIAL WORK,https://openalex.org/S95127448,Health & Social Work,False
Linguistica Antverpiensia New Series-Themes in Translation Studies,https://openalex.org/S2764898092,Linguistica Antverpiensia New Series – Themes in Translation Studies,False
HISTORICAL METHODS,https://openalex.org/S4210205351,Historical Methods A Journal of Quantitative and Interdisciplinary History,False
International & Comparative Law Quarterly,https://openalex.org/S156235965,International and Comparative Law Quarterly,False
Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,https://openalex.org/S25972796,Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,False
BOSTON UNIVERSITY LAW REVIEW,https://openalex.org/S85562951,Boston University law review,False
European Constitutional Law Review,https://openalex.org/S127320246,European Constitutional Law Review,False
International Journal of Law and Information Technology,https://openalex.org/S193514341,International Journal of Law and Information Technology,False
Social Semiotics,https://openalex.org/S70675402,Social Semiotics,False
Journal of Language and Sexuality,https://openalex.org/S4210186151,Journal of Language and Sexuality,False
GEORGE WASHINGTON LAW REVIEW,https://openalex.org/S13956896,The George Washington law review,False
Human Rights Law Review,https://openalex.org/S84944781,Human Rights Law Review,False
Avian Research,https://openalex.org/S4210204301,Avian Research,True
Mathematical Modelling and Analysis,https://openalex.org/S177394553,Mathematical Modelling and Analysis,True
JOURNAL OF LAW MEDICINE & ETHICS,https://openalex.org/S171945920,The Journal of Law Medicine & Ethics,False
Linguistics and Education,https://openalex.org/S16782977,Linguistics and Education,False
HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,https://openalex.org/S120468566,History & Philosophy of the Life Sciences,False
PaleoAmerica,https://openalex.org/S4210197810,PaleoAmerica,False
CULTURAL STUDIES,https://openalex.org/S25593863,Cultural Studies,False
International Journal of Corpus Linguistics,https://openalex.org/S126481815,International Journal of Corpus Linguistics,False
Journal of Energy & Natural Resources Law,https://openalex.org/S2764688988,Journal of Energy & Natural Resources Law,False
LINGUISTIC INQUIRY,https://openalex.org/S8506441,Linguistic Inquiry,False
JOURNAL OF GEOMETRY AND PHYSICS,https://openalex.org/S105977992,Journal of Geometry and Physics,False
JOURNAL OF SOCIAL ARCHAEOLOGY,https://openalex.org/S184546072,Journal of Social Archaeology,False
Asian Englishes,https://openalex.org/S2764401919,Asian Englishes,False
Transforming Anthropology,https://openalex.org/S202664421,Transforming Anthropology,False
Journal of Survey Statistics and Methodology,https://openalex.org/S4210204360,Journal of Survey Statistics and Methodology,False
AMERICAN JOURNAL OF HUMAN BIOLOGY,https://openalex.org/S179381287,American Journal of Human Biology,False
JOURNAL OF PSYCHOLINGUISTIC RESEARCH,https://openalex.org/S148653594,Journal of Psycholinguistic Research,False
Language Cognition and Neuroscience,https://openalex.org/S2765072596,Language Cognition and Neuroscience,False
STATISTICS AND COMPUTING,https://openalex.org/S5437875,Statistics and Computing,False
STATISTICAL METHODS IN MEDICAL RESEARCH,https://openalex.org/S150263959,Statistical Methods in Medical Research,False
Scandinavian Actuarial Journal,https://openalex.org/S125980181,Scandinavian Actuarial Journal,False
Journal of Anthropological Sciences,https://openalex.org/S104358966,Journal of anthropological sciences,False
Statistica,https://openalex.org/S53032298,Statistica,True
Theory and Practice of Legislation,https://openalex.org/S2764937290,The Theory and Practice of Legislation,False
Nations and Nationalism,https://openalex.org/S155963401,Nations and Nationalism,False
Journal of Asian Public Policy,https://openalex.org/S143207802,Journal of Asian Public Policy,False
Cliometrica,https://openalex.org/S7241030,Cliometrica,False
German Law Journal,https://openalex.org/S117224066,German Law Journal,True
International Journal of Cultural Studies,https://openalex.org/S186255157,International Journal of Cultural Studies,False
MODERN LAW REVIEW,https://openalex.org/S82119083,Modern Law Review,False
ADVANCES IN MATHEMATICS,https://openalex.org/S122441808,Advances in Mathematics,False
PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY,https://openalex.org/S2898222998,Proceedings of the London Mathematical Society,False
Cambridge Law Journal,https://openalex.org/S206866588,The Cambridge Law Journal,False
INDIANA LAW JOURNAL,https://openalex.org/S189310978,Indiana law journal,False
JOURNAL OF AVIAN BIOLOGY,https://openalex.org/S79449806,Journal of Avian Biology,True
European Journal for Philosophy of Science,https://openalex.org/S2764495318,European Journal for Philosophy of Science,False
Journal of International Criminal Justice,https://openalex.org/S89112254,Journal of International Criminal Justice,False
Dissertationes Mathematicae,https://openalex.org/S26255099,Dissertationes Mathematicae,False
EUROPEAN JOURNAL OF MIGRATION AND LAW,https://openalex.org/S12960076,European Journal of Migration and Law,False
JOURNAL OF INEQUALITIES AND APPLICATIONS,https://openalex.org/S51920167,Journal of Inequalities and Applications,True
Birds,https://openalex.org/S4210237514,Birds,True
Journal for Cultural Research,https://openalex.org/S190286112,Journal for Cultural Research,False
BIRD CONSERVATION INTERNATIONAL,https://openalex.org/S194129668,Bird Conservation International,False
Advances in Differential Equations,https://openalex.org/S7748972,Advances in Differential Equations,False
MEDICINE SCIENCE AND THE LAW,https://openalex.org/S163308530,Medicine Science and the Law,False
Memory Studies,https://openalex.org/S144836642,Memory Studies,False
ECONOMIC HISTORY REVIEW,https://openalex.org/S165492527,The Economic History Review,False
European Law Journal,https://openalex.org/S117125115,European Law Journal,False
LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION,https://openalex.org/S129275725,Law & Social Inquiry,False
Asia & the Pacific Policy Studies,https://openalex.org/S2738535301,Asia & the Pacific Policy Studies,True
Oxford Journal of Legal Studies,https://openalex.org/S34110867,Oxford Journal of Legal Studies,False
SOCIAL & LEGAL STUDIES,https://openalex.org/S206808405,Social & Legal Studies,False
INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY,https://openalex.org/S44052652,International Journal of Law and Psychiatry,False
Social Epistemology,https://openalex.org/S113020877,Social Epistemology,False
Current Legal Problems,https://openalex.org/S2735488580,Current Legal Problems,False
PHILOSOPHY OF SCIENCE,https://openalex.org/S147691735,Philosophy of Science,False
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,https://openalex.org/S21220828,Studies in History and Philosophy of Science Part A,False
China Perspectives,https://openalex.org/S4210171771,China Perspectives,False
PACIFIC AFFAIRS,https://openalex.org/S22496335,Pacific Affairs,False
Analysis and Mathematical Physics,https://openalex.org/S2764455708,Analysis and Mathematical Physics,False
Journal of Fixed Point Theory and Applications,https://openalex.org/S177115271,Journal of Fixed Point Theory and Applications,False
Review of African Political Economy,https://openalex.org/S36169284,Review of African Political Economy,False
Carpathian Journal of Mathematics,https://openalex.org/S14240099,Carpathian Journal of Mathematics,False
Legal Ethics,https://openalex.org/S178520001,Legal Ethics,False
Science China-Mathematics,https://openalex.org/S18344391,Science China Mathematics,False
CALCOLO,https://openalex.org/S21314667,CALCOLO,False
THEORY AND PRACTICE OF LOGIC PROGRAMMING,https://openalex.org/S59670734,Theory and Practice of Logic Programming,False
Journal of Dynamics and Differential Equations,https://openalex.org/S176689137,Journal of Dynamics and Differential Equations,False
JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION,https://openalex.org/S203799486,Journal of the American Psychoanalytic Association,False
RUSSIAN MATHEMATICAL SURVEYS,https://openalex.org/S132681663,Russian Mathematical Surveys,False
LAW PROBABILITY & RISK,https://openalex.org/S174752802,Law Probability and Risk,False
Chinese Journal of International Law,https://openalex.org/S59397192,Chinese Journal of International Law,False
Mathematical Modelling and Control,https://openalex.org/S4210192649,Mathematical Modelling and Control,True
Revista Matematica Complutense,https://openalex.org/S114435421,Revista Matemática Complutense,False
Psychiatry Psychology and Law,https://openalex.org/S94954469,Psychiatry Psychology and Law,False
Region,https://openalex.org/S4210218659,Region Regional Studies of Russia Eastern Europe and Central Asia,False
JOURNAL OF ASIAN STUDIES,https://openalex.org/S114691300,The Journal of Asian Studies,False
Nationalities Papers-The Journal of Nationalism and Ethnicity,https://openalex.org/S4210178631,Nationalities Papers,False
SYNTHESE,https://openalex.org/S255146,Synthese,False
Laws,https://openalex.org/S2737540407,Laws,True
Millennial Asia,https://openalex.org/S2765039173,Millennial Asia,False
International Journal of Marine and Coastal Law,https://openalex.org/S20683218,The International Journal of Marine and Coastal Law,False
Leiden Journal of International Law,https://openalex.org/S154337186,Leiden Journal of International Law,False
Journal of World Investment & Trade,https://openalex.org/S4210226457,The Journal of World Investment & Trade,False
JOURNAL OF DIFFERENTIAL GEOMETRY,https://openalex.org/S23326474,Journal of Differential Geometry,False
SLAVIC REVIEW,https://openalex.org/S3127539,Slavic Review,False
International Journal of Law and Management,https://openalex.org/S161389873,International Journal of Law and Management,False
Griffith Law Review,https://openalex.org/S2764362924,Griffith Law Review,False
International Sports Law Journal,https://openalex.org/S2764973561,The International Sports Law Journal,False
Netherlands International Law Review,https://openalex.org/S31056637,Netherlands International Law Review,False
ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE,https://openalex.org/S182617021,Annales Scientifiques de l École Normale Supérieure,False
Advances in Calculus of Variations,https://openalex.org/S71657983,Advances in Calculus of Variations,False
COMPOSITIO MATHEMATICA,https://openalex.org/S66563395,Compositio Mathematica,False
International Journal of Refugee Law,https://openalex.org/S59956449,International Journal of Refugee Law,False
Mediterranean Politics,https://openalex.org/S69526605,Mediterranean Politics,False
JOURNAL OF MODERN AFRICAN STUDIES,https://openalex.org/S40252047,The Journal of Modern African Studies,False
European Company and Financial Law Review,https://openalex.org/S94967567,European Company and Financial Law Review,False
ASIAN SURVEY,https://openalex.org/S194011547,Asian Survey,False
JOURNAL OF LAW AND SOCIETY,https://openalex.org/S113600414,Journal of Law and Society,False
EMS Surveys in Mathematical Sciences,https://openalex.org/S4210233088,EMS Surveys in Mathematical Sciences,True
REVISTA MATEMATICA IBEROAMERICANA,https://openalex.org/S16719760,Revista Matemática Iberoamericana,True
AMERICAN JOURNAL OF COMPARATIVE LAW,https://openalex.org/S167039476,The American Journal of Comparative Law,False
INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,https://openalex.org/S87435064,International Journal Middle East Studies,False
MATHEMATISCHE ANNALEN,https://openalex.org/S192217950,Mathematische Annalen,False
OCEAN DEVELOPMENT AND INTERNATIONAL LAW,https://openalex.org/S64132169,Ocean Development & International Law,False
Journal de l Ecole Polytechnique-Mathematiques,https://openalex.org/S4210188819,Journal de l’École polytechnique — Mathématiques,True
Journal of Mathematics,https://openalex.org/S2764668616,Journal of Mathematics,True
Critical African Studies,https://openalex.org/S2764881429,Critical African Studies,False
Election Law Journal,https://openalex.org/S151257747,Election Law Journal Rules Politics and Policy,False
NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,https://openalex.org/S70695507,Nonlinear Analysis,False
Journal of Competition Law & Economics,https://openalex.org/S4210186350,Journal of Competition Law & Economics,False
Evolution Equations and Control Theory,https://openalex.org/S2764620180,Evolution equations and control theory,False
PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS,https://openalex.org/S4210171405,Proceedings of the Royal Society of Edinburgh Section A Mathematics,False
JOURNAL OF LAW ECONOMICS & ORGANIZATION,https://openalex.org/S4210168091,The Journal of Law Economics and Organization,False
JOURNAL OF HISTORICAL GEOGRAPHY,https://openalex.org/S202848731,Journal of Historical Geography,False
International Journal of Numerical Analysis and Modeling,https://openalex.org/S119844295,International Journal of Numerical Analysis and Modeling,False
AMERICAN BUSINESS LAW JOURNAL,https://openalex.org/S105700240,American Business Law Journal,False
BUSINESS HISTORY REVIEW,https://openalex.org/S88020226,The Business History Review,False
NEW GENETICS AND SOCIETY,https://openalex.org/S144076420,New Genetics and Society,True
Journal of the History of Economic Thought,https://openalex.org/S4210168092,Journal of the History of Economic Thought,False
Yale Journal on Regulation,https://openalex.org/S46771824,Yale journal on regulation,False
AMERICAN INDIAN CULTURE AND RESEARCH JOURNAL,https://openalex.org/S32628711,American Indian Culture and Research Journal,False
Postcolonial Studies,https://openalex.org/S165820259,Postcolonial Studies,False
Asian Studies Review,https://openalex.org/S80367638,Asian Studies Review,False
China Review-An Interdisciplinary Journal on Greater China,https://openalex.org/S55323383,China review,False
Law & Policy,https://openalex.org/S43719661,Law & Policy,False
Journal of Empirical Legal Studies,https://openalex.org/S124682778,Journal of Empirical Legal Studies,False
Turkish Studies,https://openalex.org/S77485876,Turkish Studies,False
Human Rights Review,https://openalex.org/S31204768,Human Rights Review,False
Psychoanalytic Psychotherapy,https://openalex.org/S151718985,Psychoanalytic Psychotherapy,False
WASHINGTON QUARTERLY,https://openalex.org/S162391821,The Washington Quarterly,False
AJIL Unbound,https://openalex.org/S4210207098,AJIL Unbound,True
International Journal of Discrimination and the Law,https://openalex.org/S94138880,International Journal of Discrimination and the Law,False
UNIVERSITY OF NEW SOUTH WALES LAW JOURNAL,https://openalex.org/S4210230634,University of New South Wales Law Journal,False
Journal of Corporate Law Studies,https://openalex.org/S2764848976,Journal of Corporate Law Studies,False
JOURNAL FUR DIE REINE UND ANGEWANDTE MATHEMATIK,https://openalex.org/S62223294,Journal für die reine und angewandte Mathematik (Crelles Journal),False
JOURNAL OF COMBINATORIAL THEORY SERIES B,https://openalex.org/S2939117604,Journal of Combinatorial Theory Series B,False
Journal for European Environmental & Planning Law,https://openalex.org/S95923023,Journal for European Environmental & Planning Law,False
ACTA MATHEMATICA SCIENTIA,https://openalex.org/S53533488,Acta Mathematica Scientia,False
