rank,journal_name,issn,eissn,url,source
20045,Revista Latinoamericana de Investigacion en Matematica Educativa-RELIME,1665-2436,2007-6819,http://www.relime.org,GoingPub-EISSN
20045,Revista ORL,,2444-7986,http://revistas.usal.es/index.php/2444-7986/,Sources.tsv-EISSN
20045,Revue Cirkevniho Prava-Church Law Review,1211-1635,2336-5609,https://abcdindex.com/Journal/revue-cirkevniho-prava-church-law-review-2336-5609,API-Search (Score: 1)
20045,REVUE DE METAPHYSIQUE ET DE MORALE,0035-1571,2102-5177,http://www.puf.com/Revue_de_métaphysique_et_de_morale,Sources.tsv-ISSN
20045,Romanian Journal of Military Medicine,1222-5126,2501-2312,http://www.revistamedicinamilitara.ro/,GoingPub-EISSN
20045,Scienza & Politica-Per una Storia delle Dottrine,1590-4946,1825-9618,http://scienzaepolitica.unibo.it/,DOAJ-ISSN
20045,Trans-Revue de Litterature Generale et Comparee,1778-3887,1778-3887,http://journals.openedition.org/trans,Sources.tsv-ISSN
20045,Turkish Journal of Plastic Surgery,1300-6878,2528-8644,http://www.turkjplastsurg.org/aboutus.asp,GoingPub-EISSN
20045,VERIFICHE,0391-4186,,https://www.verificheonline.net/,API-Search (Score: 1)
20045,Visual Ethnography,2281-1605,2281-1605,https://www.vejournal.org/,API-Search (Score: 6)
20045,Zbornik Radova Vizantoloskog Instituta,0584-9888,2406-0917,http://www.doiserbia.nb.rs/journal.aspx?issn=0584-9888,DOAJ-ISSN
20045,ACTA BIOQUIMICA CLINICA LATINOAMERICANA,0325-2957,1851-6114,http://www.scielo.org.ar/scielo.php?pid=0325-2957&script=sci_serial,GoingPub-EISSN
20045,AKTUELLE DERMATOLOGIE,0340-2541,1438-938X,http://www.thieme-connect.com/ejournals/toc/derma,Sources.tsv-ISSN
20045,Akustika,1801-9064,1801-9064,https://www.journalakustika.com,Sources.tsv-ISSN
20045,AMERICAN HISTORY,1076-8866,,https://portal.issn.org/resource/ISSN/1076-8866,API-Search (Score: 1)
20045,Analecta Politica,2027-7458,2390-0067,https://revistas.upb.edu.co/index.php/analecta,DOAJ-ISSN
20045,Anales AFA,0327-358X,1850-1168,https://anales.fisica.org.ar/,DOAJ-ISSN
20045,Anesteziologie a Intenzivni Medicina,1214-2158,1805-4412,http://www.prolekare.cz/anesteziologie-intenzivni-medicina,Sources.tsv-ISSN
20045,Annals of King Edward Medical University Lahore Pakistan,2079-7192,2079-0694,http://www.annalskemu.org,GoingPub-EISSN
20045,Argumentos de Razon Tecnica,1139-3327,2253-8151,https://editorial.us.es/es/revistas/argumentos-de-razon-tecnica,API-Search (Score: 1)
20045,Ars Bilduma,1989-9262,1989-9262,http://www.ehu.es/ojs/index.php/ars_bilduma,DOAJ-ISSN
20045,Artifara-Revista de Lenguas y Literaturas Ibericas y Latinoamericanas,1594-378X,1594-378X,https://ojs.unito.it/index.php/artifara,API-Search (Score: 1)
20045,Asian Journal of Management Cases,0972-8201,0973-0621,https://us.sagepub.com/en-us/nam/journal/asian-journal-management-cases,Sources.tsv-ISSN
20045,Bibliotecas-Revista de la Escuela de Bibliotecologia Documentacion e Informacion,1409-3049,1659-3286,http://www.revistas.una.ac.cr/index.php/bibliotecas/index,DOAJ-ISSN
20045,Brazilian Neurosurgery-Arquivos Brasileiros de Neurocirurgia,0103-5355,2359-5922,https://doi.org/10.1055/s-00028832,DOAJ-ISSN
20045,Bresil-s,2257-0543,2425-231X,https://journals.openedition.org/bresils/,DOAJ-ISSN
20045,Cadernos Educacao Tecnologia e Sociedade,2316-9907,2316-9907,http://cadernosets.com.br/,Sources.tsv-ISSN
20045,CAHIERS D ETUDES AFRICAINES,0008-0055,1777-5353,http://etudesafricaines.revues.org/,Sources.tsv-ISSN
20045,Cambio-Rivista sulle Trasformazioni Sociali,2239-1118,2239-1118,https://oaj.fupress.net/index.php/cambio/index,DOAJ-ISSN
20045,Clinica e Investigacion en Ginecologia y Obstetricia,0210-573X,1578-9349,https://www.journals.elsevier.com/clinica-e-investigacion-en-ginecologia-y-obstetricia,Sources.tsv-ISSN
20045,Cyprus Journal of Medical Sciences,2149-7893,2536-507X,http://cyprusjmedsci.com/eng/Anasayfa,Sources.tsv-EISSN
20045,Dimension Empresarial,1692-8563,2322-956X,http://ojs.uac.edu.co/index.php/dimension-empresarial,DOAJ-ISSN
20045,DOKLADY NATSIONALNOI AKADEMII NAUK BELARUSI,1561-8323,2524-2431,https://doklady.belnauka.by/jour,Sources.tsv-ISSN
20045,Eurasian Journal of Pulmonology,2148-3620,2148-5402,http://www.eurasianjpulmonol.com/aboutus.asp,GoingPub-EISSN
20045,Fourrages,0429-2766,0429-2766,https://afpf-asso.fr/revue-fourrages,GoingPub-ISSN
20045,Fuentes el Reventon Energetico,1657-6527,2145-8502,http://revistas.uis.edu.co/index.php/revistafuentes,GoingPub-EISSN
20045,Gran Tour,2172-8690,2172-8690,https://eutm.es/grantour/index.php/grantour/index,DOAJ-ISSN
20045,Gurukul Business Review-GBR,0973-1466,0973-9262,https://journalsearches.com/journal.php?title=gurukul%20business%20review-gbr,API-Search (Score: 6)
20045,He Kupu,1179-6812,1179-6812,https://www.hekupu.ac.nz/,API-Search (Score: 1)
20045,Hormigon y Acero,0439-5689,2605-1729,https://www.journals.elsevier.com/hormigon-y-acero,Sources.tsv-ISSN
20045,Ilu-Revista de Ciencias de las Religiones,1135-4712,1988-3269,https://revistas.ucm.es/index.php/ILUR,API-Search (Score: 1)
20045,International E-Journal of Criminal Sciences,1988-7949,1988-7949,https://ojs.ehu.eus/index.php/inecs,API-Search (Score: 1)
20045,Iraqi Journal of Hematology,2072-8069,2543-2702,https://journals.lww.com/ijhm/Pages/default.aspx,DOAJ-ISSN
20045,Journal fur Kardiologie,1024-0098,1680-936X,https://journals.indexcopernicus.com/journal/55467,API-Search (Score: 6)
20045,Journal of Clinical Obstetrics and Gynecology,,2619-9467,http://www.turkiyeklinikleri.com/journal/journal-of-clinical-obstetrics-gynecology/2/tr-index.html,Sources.tsv-EISSN
20045,Journal of IMAB,1312-773X,1312-773X,http://www.journal-imab-bg.org/,DOAJ-ISSN
20045,Journal of Investment Strategies,2047-1238,2047-1246,https://portal.issn.org/resource/ISSN/2047-1238,API-Search (Score: 1)
20045,Journal of Pediatric Infection,1307-1068,1308-5271,http://www.cocukenfeksiyon.org,Sources.tsv-ISSN
20045,Journal of Penal Law and Criminology-Ceza Hukuku ve Kriminoloji Dergisi,2148-6646,2602-3911,https://iupress.istanbul.edu.tr/en/journal/jplc/home,DOAJ-ISSN
20045,Journal of Polymer & Composites,2321-8525,2321-2810,http://stmjournals.com/tech/index.php?journal=JoPC,Sources.tsv-EISSN
20045,Journal of the Liaquat University of Medical and Health Sciences,1729-0341,1729-0341,http://www.lumhs.edu.pk/jlumhs/,GoingPub-ISSN
20045,Journal of the Scientific Society,0974-5009,2278-7127,https://journals.lww.com/jsci/Pages/default.aspx,DOAJ-ISSN
20045,Journal of the Statistical and Social Inquiry Society of Ireland,0081-4776,0081-4776,https://www.ssisi.ie/current-journal,API-Search (Score: 1)
20045,Journal of Theoretical and Applied Mechanics-Bulgaria,0861-6663,1314-8710,http://www.imbm.bas.bg/tm/jtam,Sources.tsv-ISSN
20045,Journal of Unschooling and Alternative Learning,1916-8128,1916-8128,http://jual.nipissingu.ca,DOAJ-ISSN
20045,Journal of Urban Ethnology,1429-0618,1429-0618,https://journals.iaepan.pl/jue,API-Search (Score: 6)
20045,Khazar Journal of Humanities and Social Sciences,2223-2613,2223-2621,http://jas-khazar.org,Sources.tsv-ISSN
20045,Libres-Library and Information Science Research Electronic Journal,1058-6768,1058-6768,http://www.libres-ejournal.info/,DOAJ-ISSN
20045,Libros de la Corte,1989-6425,1989-6425,https://revistas.uam.es/librosdelacorte/index,DOAJ-ISSN
20045,Llengua Societat i Comunicacio,1697-5928,1697-5928,http://revistes.ub.edu/index.php/lsc,DOAJ-ISSN
20045,Nauka i Tehnologii Truboprovodnogo Transporta Nefti i Nefteproduktov-Science & Technologies-Oil and Oil Products Pipeline Transportation,2221-2701,2541-9595,http://pipeline-science.ru,Sources.tsv-ISSN
20045,Nepalese Heart Journal,2091-2978,2091-2978,http://www.nepjol.info/index.php/NHJ/index,Sources.tsv-ISSN
20045,Oral & Maxillofacial Pathology Journal,0976-1225,2322-0384,http://www.ompj.org/,API-Search (Score: 1)
20045,Pediatric Anesthesia and Critical Care Journal,2281-8421,2281-8421,http://www.paccjournal.com,DOAJ-ISSN
20045,Physician Assistant Clinics,2405-7991,2405-7991,https://www.sciencedirect.com/journal/physician-assistant-clinics,Sources.tsv-ISSN
20045,Policija i Sigurnost-Police and Security,1330-0229,1848-428X,https://journalsearches.com/journal.php?title=policija%20i%20sigurnost-police%20and%20security,API-Search (Score: 6)
20045,Prolegomenos-Derechos y Valores,0121-182X,1909-7727,https://revistas.unimilitar.edu.co/index.php/dere/index,DOAJ-ISSN
20045,Psicologia Conocimiento y Sociedad,1688-7026,1688-7026,https://revista.psico.edu.uy/index.php/revpsicologia/index,DOAJ-ISSN
20045,Ragion Pratica,1720-2396,1720-2396,https://www.rivisteweb.it/issn/1720-2396,Sources.tsv-Name
20045,Recent Period Turkish Studies-Yakin Donem Turkiye Arastirmalari,1304-9720,2547-9679,https://iupress.istanbul.edu.tr/en/journal/rpts/home,DOAJ-ISSN
20045,Revista CES Derecho,2145-7719,2145-7719,https://revistas.ces.edu.co/index.php/derecho,Sources.tsv-ISSN
20045,Revista de Investigacion Linguistica,1139-1146,1989-4554,https://revistas.um.es/ril,DOAJ-ISSN
20045,Revista Digital Mundo Asia Pacifico,2344-8172,2344-8172,https://publicaciones.eafit.edu.co/index.php/map,Sources.tsv-ISSN
20045,Revista Tecnologia e Sociedade,1809-0044,1984-3526,https://periodicos.utfpr.edu.br/rts/index,DOAJ-ISSN
20045,Rosa dos Ventos-Turismo e Hospitalidade,2178-9061,2178-9061,http://www.ucs.br/etc/revistas/index.php/rosadosventos/issue/archive,GoingPub-ISSN
20045,SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH,0125-1562,0125-1562,http://www.tm.mahidol.ac.th/seameo/Journal_PreviousJournals.html,GoingPub-ISSN
20045,Synthesis-La Plata,0328-1205,1851-779X,https://www.synthesis.fahce.unlp.edu.ar/,DOAJ-ISSN
20045,Temas y Debates,1666-0714,1853-984X,https://temasydebates.unr.edu.ar/index.php/tyd,DOAJ-ISSN
20045,TRACE ELEMENTS AND ELECTROLYTES,0946-2104,0946-2104,http://www.dustri.com/nc/journals-in-english/mag/trace-elements-and-electrolytes.html,GoingPub-ISSN
20045,Turkderm-Turkish Archives of Dermatology and Venerology,2717-6398,2651-5164,http://journal.turkderm.org.tr/,GoingPub-EISSN
20045,Ukrainian Metrological Journal,2306-7039,2522-1345,http://umj.metrology.kharkov.ua,Sources.tsv-ISSN
20045,Verbum,1585-079X,1588-4309,http://www.journals.vu.lt/verbum,GoingPub-EISSN
20045,Acta Technica Napocensis Series-Applied Mathematics Mechanics and Engineering,1221-5872,2393-2988,https://journals.indexcopernicus.com/journal/44716,API-Search (Score: 6)
20045,Actualites Pharmaceutiques,0515-3700,0515-3700,https://www.journals.elsevier.com/actualites-pharmaceutiques,Sources.tsv-ISSN
20045,Agricultura Sociedad y Desarrollo,1870-5472,2594-0244,https://www.revista-asyd.org/,API-Search (Score: 1)
20045,AJSP-Reviews and Reports,2381-5949,2381-652X,http://journals.lww.com/pathologycasereviews/pages/default.aspx,Sources.tsv-ISSN
20045,Annals of Clinical and Analytical Medicine,,2667-663X,http://www.bayrakol.org/en/about-acam,Sources.tsv-EISSN
20045,Anuario Iberoamericano de Derecho Internacional Penal,2346-3120,2346-3120,http://revistas.urosario.edu.co/index.php/anidip/index,DOAJ-ISSN
20045,ASEAN Journal of Psychiatry,2231-7791,2231-7805,https://www.aseanjournalofpsychiatry.org/,API-Search (Score: 6)
20045,Astrolabio-Nueva Epoca,1668-7515,1668-7515,http://revistas.unc.edu.ar/index.php/astrolabio/,DOAJ-ISSN
20045,Avances en Ciencias e Ingenieria,0718-8706,0718-8706,https://www.executivebs.org/publishing.cl/numero-actual/,DOAJ-ISSN
20045,Biblios-Revista de Bibliotecologia y Ciencias de la Informacion,1562-4730,1562-4730,http://biblios.pitt.edu,DOAJ-ISSN
20045,BIOPHARM INTERNATIONAL,1542-166X,1939-1862,http://www.biopharminternational.com/biopharm,Sources.tsv-ISSN
20045,Boletin Antropologico,0257-750X,0257-750X,https://journalpublishingguide.vu.nl/WebQuery/vubrowser/92099,API-Search (Score: 6)
20045,Brussels Studies,2031-0293,2031-0293,https://journals.openedition.org/brussels,DOAJ-ISSN
20045,Caplletra,0214-8188,2386-7159,http://www.revistacaplletra.com,Sources.tsv-ISSN
20045,Cartaphilus,1887-5238,1887-5238,http://www.um.es/ojs/index.php/cartaphilus/issue/current,Sources.tsv-ISSN
20045,Chirurgia-Italy,0394-9508,1827-1782,https://www.revistachirurgia.ro/current-issue,Sources.tsv-ISSN
20045,Cine Documental,1852-4699,1852-4699,https://revista.cinedocumental.com.ar/,API-Search (Score: 1)
20045,Communiquer,,2368-9587,https://journals.openedition.org/communiquer/,DOAJ-EISSN
20045,Conhecimento & Diversidade,1983-3695,2237-8049,http://www.revistas.unilasalle.edu.br/index.php/conhecimento_diversidade,Sources.tsv-ISSN
20045,Contabilidad y Negocios,1992-1896,2221-724X,http://revistas.pucp.edu.pe/contabilidadynegocios,DOAJ-ISSN
20045,Contemporanea-Revista de Sociologia da UFSCar,2236-532X,2316-1329,https://www.contemporanea.ufscar.br/index.php/contemporanea/issue/archive,DOAJ-ISSN
20045,CPU-e Revista de Investigacion Educativa,1870-5308,,http://cpue.uv.mx,DOAJ-ISSN
20045,Cuadernos Inter c a mbio sobre Centroamerica y el Caribe,1659-0139,1659-4940,http://revistas.ucr.ac.cr/index.php/intercambio/index,DOAJ-ISSN
20045,Debate Universitario,2314-2138,2314-1530,http://ppct.caicyt.gov.ar/index.php/debate-universitario/index,Sources.tsv-EISSN
20045,Documentation et Bibliotheques,0315-2340,0315-2340,https://journalsearches.com/journal.php?title=documentation%20et%20bibliotheques,API-Search (Score: 6)
20045,Duazary,1794-5992,2389-783X,http://revistas.unimagdalena.edu.co/index.php/duazary/about,GoingPub-EISSN
20045,Educacao,0101-9031,1984-6444,http://periodicos.ufsm.br/index.php/reveducacao,GoingPub-EISSN
20045,Educade-Revista de Educacion en Contabilidad Finanzas y Administracion de Empresas,2173-478X,2173-478X,http://www.educade.es/,Sources.tsv-ISSN
20045,Eksplorium-Buletin Pusat Teknologi Bahan Galian Nuklir,0854-1418,0854-1418,http://jurnal.batan.go.id/index.php/eksplorium,DOAJ-ISSN
20045,Ethnologies,1481-5974,1708-0401,https://www.acef-fsac.ulaval.ca/fr/revue-ethnologies/numeros-publies,Sources.tsv-ISSN
20045,EurAmerica,1021-3058,1991-7864,https://euramerica.org/,API-Search (Score: 1)
20045,Experiment-A Journal of Russian Culture,1084-4945,2211-730X,http://booksandjournals.brillonline.com/content/2211730x,Sources.tsv-ISSN
20045,Gazi Medical Journal,2147-2092,2147-2092,http://medicaljournal.gazi.edu.tr/index.php/GMJ,GoingPub-ISSN
20045,GEFAHRSTOFFE REINHALTUNG DER LUFT,0949-8036,1436-4891,http://www.gefahrstoffe.de/gest/,GoingPub-EISSN
20045,GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,0017-0089,,https://wos-journal.info/journalid/6074,API-Search (Score: 6)
20045,Habitat y Sociedad,2173-125X,2173-125X,http://intra.sav.us.es:8080/habitatysociedad/,Sources.tsv-ISSN
20045,History of Economic Thought and Policy,2240-9971,2280-188X,http://digital.casalini.it/2280188X,Sources.tsv-ISSN
20045,Hong Kong Journal of Dermatology & Venereology,1814-7453,1814-7453,http://medcomhk.com/hkdvb/,GoingPub-ISSN
20045,Implantologie,0943-9692,0943-9692,http://impl.quintessenz.de/index.php?new_language=en,GoingPub-ISSN
20045,Information Geographique,0020-0093,1777-5876,http://www.persee.fr/collection/ingeo,Sources.tsv-ISSN
20045,International Journal of Ayurvedic Medicine,0976-5921,0976-5921,https://ijam.co.in/,API-Search (Score: 1)
20045,International Sports Studies,1443-0770,1443-0770,https://issjournal.iscpes.net/index.php/iss/issue/archive,API-Search (Score: 6)
20045,Iranian Heart Journal,1735-7306,1735-7306,https://dl.icdst.org/pdfs/files3/e27f7f7ab4f32c6db2a2a1fe12b9193a.pdf,API-Search (Score: 1)
20045,Iride-Filosofia e Discussione Pubblica,1122-7893,1122-7893,https://www.rivisteweb.it,Sources.tsv-ISSN
20045,ItinerArios-Revista de Literatura,0103-815X,,https://journalsearches.com/journal.php?title=itinerarios-revista%20de%20literatura,API-Search (Score: 6)
20045,Izmir Dr Behcet Uz Cocuk Hastanesi Dergisi,2146-2372,1309-9566,http://www.journalagent.com/behcetuzdergisi,Sources.tsv-EISSN
20045,JIMS8M-The Journal of Indian Management & Strategy,0973-9335,0973-9343,https://journals.indexcopernicus.com/journal/40257,API-Search (Score: 6)
20045,JOHNS HOPKINS APL TECHNICAL DIGEST,0270-5214,1930-0530,http://techdigest.jhuapl.edu,Sources.tsv-ISSN
20045,Journal of Academic Research in Medicine-JAREM,2146-6505,2147-1894,http://www.jarem.org/tr/Anasayfa,Sources.tsv-ISSN
20045,Journal of Mehmet Akif Ersoy University Economics and Administrative Sciences Faculty,2149-1658,2149-1658,https://dergipark.org.tr/en/pub/makuiibf,DOAJ-ISSN
20045,Journal of Pioneering Medical Sciences,2309-7981,2309-7981,http://www.jpmsonline.com/,Sources.tsv-ISSN
20045,Journal of Rajasthan Academy of Physical Sciences,0972-6306,0972-6306,https://abcdindex.com/Journal/journal-of-rajasthan-academy-of-physical-sciences-0972-6306,API-Search (Score: 1)
20045,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,1341-027X,,https://www.jsfst.or.jp/e-page/,GoingPub-ISSN
20045,Lumen-Eighteenth-Century Studies-d Etude du Dix-Huitieme,1209-3696,1927-8284,https://wos-journal.info/journalid/4002,API-Search (Score: 6)
20045,Luz,1814-151X,1814-151X,https://luz.uho.edu.cu/index.php/luz/index,DOAJ-ISSN
20045,Majalah Kedokteran Bandung,0126-074X,2338-6223,http://journal.fk.unpad.ac.id/index.php/mkb/,DOAJ-ISSN
20045,Mauerwerk,1432-3427,1437-1022,https://onlinelibrary.wiley.com/journal/14371022,Sources.tsv-ISSN
20045,Medical-Surgical Journal-Revista Medico-Chirurgicala,0048-7848,2286-2560,https://journalsearches.com/journal.php?title=medical-surgical%20journal-revista%20medico-chirurgicala,API-Search (Score: 6)
20045,Medicine and Health,,2289-5728,https://journals.indexcopernicus.com/search/details?id=42743,API-Search (Score: 6)
20045,MILLENNIUM FILM JOURNAL,1064-5586,1064-5586,http://www.sva.edu/MFJ,Sources.tsv-ISSN
20045,Nobel Medicus,1305-2381,1305-2381,http://www.nobelmedicus.com/tr/,GoingPub-ISSN
20045,Panacea-Boletin de Medicina y Traduccion,1537-1964,1537-1964,https://journals.indexcopernicus.com/journal/56881,API-Search (Score: 6)
20045,Perspectiva Geografica,0123-3769,2500-8684,https://revistas.uptc.edu.co/index.php/perspectiva/index,DOAJ-ISSN
20045,Psycho-Oncologie,1778-3798,1778-381X,https://www.springer.com/journal/11839,GoingPub-EISSN
20045,Quintana-Revista do Departamento de Historia da Arte,1579-7414,2340-0005,https://revistas.usc.gal/index.php/quintana,API-Search (Score: 1)
20045,Revista Boliviana de Derecho,2070-8157,2706-8080,http://www.revista-rbd.com,Sources.tsv-ISSN
20045,Revista Colombiana de Filosofia de la Ciencia,0124-4620,2463-1159,https://revistas.unbosque.edu.co/index.php/rcfc,DOAJ-ISSN
20045,Revista de Estudios Empresariales-Segunda Epoca,0213-8964,1988-9046,http://revistaselectronicas.ujaen.es/index.php/REE/index,DOAJ-ISSN
20045,Revista de Estudios Regionales,0213-7585,0213-7585,https://www.revistaestudiosregionales.com,Sources.tsv-ISSN
20045,Revista de Investigaciones-Universidad del Quindio,1794-631X,2500-5782,http://riuq.uniquindio.edu.co/,DOAJ-ISSN
20045,Revista Educaonline,1983-2664,1983-2664,http://www.latec.ufrj.br/revistas/index.php?journal=educaonline,Sources.tsv-ISSN
20045,Revista General del Derecho del Trabajo y de la Seguridad Social,1696-9626,1696-9626,https://wos-journal.info/journalid/3570,API-Search (Score: 6)
20045,Revista Innovaciencia,2346-075X,2346-075X,https://revistas.udes.edu.co/innovaciencia,DOAJ-ISSN
20045,Revista Latinoamericana de Hipertension,1856-4550,1856-4550,http://www.revistahipertension.com/,GoingPub-ISSN
20045,Revista Medica del Uruguay,0303-3295,1688-0390,http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=1688-0390&lng=es&nrm=iso,GoingPub-EISSN
20045,Riset Geologi dan Pertambangan,0125-9849,2354-6638,http://jrisetgeotam.com/index.php/jrisgeotam,Sources.tsv-ISSN
20045,RIVISTA DI LETTERATURE MODERNE E COMPARATE,0391-2108,,https://www.pacinieditore.it/prodotto/rivista-di-letterature-moderne-e-comparate/,API-Search (Score: 1)
20045,Romanian Journal of Political Science,1582-456X,,https://www.ceeol.com/search/journal-detail?id=624,API-Search (Score: 1)
20045,S&F-Scienzaefilosofia it,2036-2927,2036-2927,http://www.scienzaefilosofia.it,DOAJ-ISSN
20045,Science Diliman,0115-7809,0115-7809,http://journals.upd.edu.ph/index.php/sciencediliman,Sources.tsv-ISSN
20045,Studies in Language Assessment,2653-5335,2653-5335,https://www.altaanz.org/sila-journal.html,DOAJ-ISSN
20045,Trans-Revista de Traductologia,1137-2311,2603-6967,https://revistas.uma.es/index.php/trans,DOAJ-ISSN
20045,Transfusionsmedizin,2191-8805,2191-8813,https://cme.thieme.de/cme-webapp/#journals/2191-8805,API-Search (Score: 1)
20045,Turkish Policy Quarterly,1303-5754,1303-5754,https://journalsearches.com/journal.php?title=turkish%20policy%20quarterly,API-Search (Score: 6)
20045,Tzintzun-Revista de Estudios Historicos,1870-719X,2007-963X,http://tzintzun.iih.umich.mx,Sources.tsv-ISSN
20045,Uroonkoloji Bulteni-Bulletin of Urooncology,2147-2270,2147-2270,http://uroonkolojibulteni.com,Sources.tsv-ISSN
20045,Zaporozhye Medical Journal,2306-4145,2310-1210,http://zmj.zsmu.edu.ua,GoingPub-EISSN
20045,Abakos,2316-9451,2316-9451,http://periodicos.pucminas.br/index.php/abakos/,DOAJ-ISSN
20045,Anacronismo e Irrupcion,2250-4982,2250-4982,https://publicaciones.sociales.uba.ar/index.php/anacronismo/index,DOAJ-ISSN
20045,Anadolu Universitesi Sanat & Tasarim Dergisi-Anadolu University Journal of Art & Design,2146-9059,2146-9059,https://wos-journal.info/journalid/3082,API-Search (Score: 6)
20045,Anales del Instituto de Actuarios Espanoles,0534-3232,2531-2308,https://www.actuarios.org/publicaciones/revista-anales,Sources.tsv-ISSN
20045,Annals Abbasi Shaheed Hospital & Karachi Medical & Dental College,1563-3241,1563-3241,https://www.annals-ashkmdc.org/index.php/ashkmdc,DOAJ-ISSN
20045,ArcHistoR-Architecture History Restoration,2384-8898,2384-8898,http://www.archistor.unirc.it,DOAJ-ISSN
20045,Asian Case Research Journal,0218-9275,1793-6772,http://www.worldscinet.com/acrj/acrj.shtml,Sources.tsv-ISSN
20045,Atenas,1682-2749,1682-2749,https://atenas.umcc.cu/index.php/atenas,DOAJ-ISSN
20045,BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS,0340-5370,0340-5370,http://www.bfup.de,Sources.tsv-ISSN
20045,Bibliofilia,0006-0941,2035-6110,https://labibliofilia.it/,API-Search (Score: 1)
20045,BIOLOGICHESKIE MEMBRANY,0233-4755,,https://biomemras.ru,Sources.tsv-ISSN
20045,Biuletyn Wydzialu Farmaceutycznego Warszawskiego Uniwersytetu Medycznego,2080-1602,2080-1602,https://journals.indexcopernicus.com/search/details?id=21266,API-Search (Score: 6)
20045,Bulletin of the European Association for Theoretical Computer Science,0252-9742,0252-9742,http://eatcs.org/index.php/eatcs-bulletin,Sources.tsv-ISSN
20045,Ciencia Juridica,2007-3577,2007-6142,http://www.cienciajuridica.ugto.mx,Sources.tsv-ISSN
20045,Contemporary Diagnostic Radiology,0149-9009,1938-1395,https://journals.lww.com/cdronline/pages/default.aspx,Sources.tsv-ISSN
20045,Cuadernos del CLAEH-Centro Latinoamericano de Economia Humana,0797-6062,2393-5979,http://200.40.169.106/ojs/ojs2441/index.php/cclaeh/issue/view/5,Sources.tsv-ISSN
20045,Cultura Cientifica,1657-463X,2389-9638,https://www.jdc.edu.co/revistas/index.php/Cult_cient/index,Sources.tsv-ISSN
20045,Cultura y Droga,0122-8455,2590-7840,https://revistasojs.ucaldas.edu.co/index.php/culturaydroga,DOAJ-ISSN
20045,Diversitas-Perspectivas en Psicologia,1794-9998,2256-3067,https://revistas.usantotomas.edu.co/index.php/diversitas,DOAJ-ISSN
20045,Educacao por Escrito,2179-8435,2179-8435,http://revistaseletronicas.pucrs.br/ojs/index.php/porescrito,DOAJ-ISSN
20045,Egyptian Journal of Haematology,1110-1067,2090-9268,https://journals.lww.com/egjh/pages/default.aspx,API-Search (Score: 6)
20045,Eleuthera,2011-4532,2463-1469,http://eleuthera.ucaldas.edu.co,DOAJ-ISSN
20045,Entorno Geografico,1692-0074,2382-3518,https://revistas.univalle.edu.co/index.php/entornogeografico/index,DOAJ-ISSN
20045,Equidad & Desarrollo,1692-7311,2389-8844,https://www.editage.com/research-solutions/journal/equidad-desarrollo/31634,API-Search (Score: 1)
20045,Espace Politique,1958-5500,1958-5500,https://journals.openedition.org/espacepolitique/,DOAJ-ISSN
20045,Estudios Socioterritoriales,1515-6206,1853-4392,https://ojs2.fch.unicen.edu.ar/ojs-3.1.0/index.php/estudios-socioterritoriales,DOAJ-ISSN
20045,FOOD TECHNOLOGY,0015-6639,0015-6639,http://www.ift.org/food-technology.aspx,GoingPub-ISSN
20045,Geo UERJ,1415-7543,1981-9021,http://www.e-publicacoes.uerj.br/index.php/geouerj,GoingPub-EISSN
20045,GEOgraphia-UFF,1517-7793,1517-7793,https://periodicos.uff.br/geographia/,DOAJ-ISSN
20045,Gynakologische Endokrinologie,1610-2894,1610-2908,https://www.springer.com/journal/10304,Sources.tsv-ISSN
20045,Heterocyclic Letters,2231-3087,2230-9632,https://www.heteroletters.org/,API-Search (Score: 1)
20045,Imagen Diagnostica,2171-3669,2171-9705,https://www.sciencedirect.com/journal/imagen-diagnostica,Sources.tsv-ISSN
20045,InterCambios-Dilemas y transiciones de la Educacion Superior,2301-0118,2301-0126,https://ojs.intercambios.cse.udelar.edu.uy/index.php/ic,DOAJ-ISSN
20045,INVESTIGACION CLINICA,0535-5133,2477-9393,http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0535-5133,GoingPub-ISSN
20045,Journal of Active and Passive Electronic Devices,1555-0281,1555-029X,https://www.oldcitypublishing.com/journals/japed-home/,API-Search (Score: 1)
20045,Journal of Computer Chemistry-Japan,1347-1767,1347-3824,https://www.jstage.jst.go.jp/browse/jccj/-char/en,API-Search (Score: 1)
20045,Kuwait Medical Journal,1607-8047,0023-5776,http://www.kma.org.kw/kmj.php,GoingPub-EISSN
20045,Maliye Dergisi,1300-3623,1300-3623,https://ms.hmb.gov.tr/uploads/2025/01/187-Maliye-Dergisi-187-.pdf,API-Search (Score: 1)
20045,Mexico y la Cuenca del Pacifico,1665-0174,2007-5308,http://www.mexicoylacuencadelpacifico.cucsh.udg.mx,Sources.tsv-ISSN
20045,Nodo,1909-3888,2346-092X,https://revistas.uan.edu.co/index.php/nodo,DOAJ-ISSN
